submarket,GEOID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,overlap_area_sqm,overlap_pct_of_bg,population,households,median_household_income,median_age,owner_occupied_units,occupied_housing_units,year
Holmes County,120632103011,12,063,210301,1,5881.202703816822,0.0001275729253206804,2648.0,345.0,62169.0,43.8,252.0,345.0,2023
Jackson County,120632103011,12,063,210301,1,46092568.806600675,0.9998233583050358,2648.0,345.0,62169.0,43.8,252.0,345.0,2023
Holmes County,120632103012,12,063,210301,2,20626755.758964904,0.21156798183186315,1385.0,456.0,57083.0,33.6,309.0,456.0,2023
Jackson County,120632103012,12,063,210301,2,69070130.54562342,0.7084501457796961,1385.0,456.0,57083.0,33.6,309.0,456.0,2023
Marianna,120632103012,12,063,210301,2,7841499.251307166,0.0804300099599558,1385.0,456.0,57083.0,33.6,309.0,456.0,2023
Jackson County,120632108003,12,063,210800,3,76315279.99003236,0.9999999999999974,1260.0,522.0,53500.0,44.5,499.0,522.0,2023
Jackson County,120632108004,12,063,210800,4,42882272.27708138,1.0000000000000013,569.0,269.0,57875.0,62.5,220.0,269.0,2023
Jackson County,120632109021,12,063,210902,1,62455664.25813044,0.9859835981205035,1712.0,682.0,49474.0,37.2,650.0,682.0,2023
Jackson County,120632109011,12,063,210901,1,58657009.93028099,0.9999999999999989,1101.0,453.0,42019.0,35.7,324.0,453.0,2023
Jackson County,120632101002,12,063,210100,2,35636883.19299223,0.970661423101019,605.0,252.0,33500.0,43.8,171.0,252.0,2023
Holmes County,120632103023,12,063,210302,3,6321249.919646203,0.8830881063251665,808.0,295.0,24957.0,50.1,88.0,295.0,2023
Jackson County,120632103023,12,063,210302,3,770448.1488160609,0.10763276336300677,808.0,295.0,24957.0,50.1,88.0,295.0,2023
Holmes County,120632103022,12,063,210302,2,2542003.7362284265,0.74416293998458,575.0,320.0,44231.0,41.9,193.0,320.0,2023
Jackson County,120632103022,12,063,210302,2,849290.578063139,0.24862692547037077,575.0,320.0,44231.0,41.9,193.0,320.0,2023
Jackson County,120632109022,12,063,210902,2,25967796.27251053,0.8683509790366593,2685.0,398.0,48000.0,42.4,179.0,398.0,2023
Jackson County,120632109012,12,063,210901,2,74655766.92281236,1.000000000000001,754.0,284.0,45705.0,29.5,246.0,284.0,2023
Crestview,120910203051,12,091,020305,1,2201417.9139500265,0.03389670391158712,1992.0,797.0,89351.0,51.6,723.0,797.0,2023
Laurel Hill,120910203051,12,091,020305,1,62724696.36125746,0.9658140996439694,1992.0,797.0,89351.0,51.6,723.0,797.0,2023
Crestview,120910203031,12,091,020303,1,11322412.07919978,0.8881595370231151,2761.0,883.0,106528.0,37.2,764.0,883.0,2023
Laurel Hill,120910203031,12,091,020303,1,1398417.5825144667,0.10969552282350893,2761.0,883.0,106528.0,37.2,764.0,883.0,2023
Crestview,120910203052,12,091,020305,2,44964341.99876171,0.5629805780426811,2593.0,825.0,78170.0,34.3,684.0,825.0,2023
Defuniak Springs,120910203052,12,091,020305,2,475786.8618738588,0.005957137380776859,2593.0,825.0,78170.0,34.3,684.0,825.0,2023
Laurel Hill,120910203052,12,091,020305,2,22486737.44186811,0.28154746362496635,2593.0,825.0,78170.0,34.3,684.0,825.0,2023
Walton County,120910203052,12,091,020305,2,11914294.835783731,0.14917412988730439,2593.0,825.0,78170.0,34.3,684.0,825.0,2023
Crestview,120910203042,12,091,020304,2,2712233.9212809214,0.10762616601744367,3214.0,941.0,106688.0,37.0,900.0,941.0,2023
Laurel Hill,120910203042,12,091,020304,2,16173802.450499333,0.6418046518821936,3214.0,941.0,106688.0,37.0,900.0,941.0,2023
Okaloosa County,120910203042,12,091,020304,2,6231330.044458792,0.2472700295547049,3214.0,941.0,106688.0,37.0,900.0,941.0,2023
Crestview,120910203032,12,091,020303,2,10987140.788894607,0.6986830209627102,2761.0,885.0,89967.0,39.7,790.0,885.0,2023
Laurel Hill,120910203032,12,091,020303,2,230208.92985248423,0.014639210842232995,2761.0,885.0,89967.0,39.7,790.0,885.0,2023
Okaloosa County,120910203032,12,091,020303,2,4466601.993912917,0.28403558619176594,2761.0,885.0,89967.0,39.7,790.0,885.0,2023
Okaloosa County,120910201023,12,091,020102,3,106340511.8495991,0.9164541774839636,1130.0,579.0,57361.0,49.9,480.0,579.0,2023
Santa Rosa County,120910201023,12,091,020102,3,9655706.390321558,0.08321393516032956,1130.0,579.0,57361.0,49.9,480.0,579.0,2023
Crestview,120910201022,12,091,020102,2,24498.189147628906,0.000228414155429779,2549.0,1127.0,106758.0,50.0,987.0,1127.0,2023
Laurel Hill,120910201022,12,091,020102,2,445277.36105106433,0.004151639606649194,2549.0,1127.0,106758.0,50.0,987.0,1127.0,2023
Okaloosa County,120910201022,12,091,020102,2,106774047.349022,0.9955308818981256,2549.0,1127.0,106758.0,50.0,987.0,1127.0,2023
Laurel Hill,120910201021,12,091,020102,1,35760962.9114289,0.12275684287056772,1053.0,377.0,78024.0,36.7,326.0,377.0,2023
Okaloosa County,120910201021,12,091,020102,1,252731844.70380872,0.8675539141810689,1053.0,377.0,78024.0,36.7,326.0,377.0,2023
Santa Rosa County,120910201021,12,091,020102,1,2450047.5760683883,0.008410291022245437,1053.0,377.0,78024.0,36.7,326.0,377.0,2023
Crestview,120910206012,12,091,020601,2,7429265.6099269,0.38124813361309895,2676.0,827.0,123594.0,34.1,711.0,827.0,2023
Egland AFB,120910206012,12,091,020601,2,287023.6664242715,0.014729213205249623,2676.0,827.0,123594.0,34.1,711.0,827.0,2023
Okaloosa County,120910206012,12,091,020601,2,11737203.283172864,0.6023188670987927,2676.0,827.0,123594.0,34.1,711.0,827.0,2023
Crestview,120910205006,12,091,020500,6,4858592.3898733705,0.9999999999999982,2202.0,824.0,74262.0,33.6,436.0,824.0,2023
Crestview,120910204004,12,091,020400,4,14935394.315343888,1.0,1685.0,676.0,117647.0,56.3,658.0,676.0,2023
Okaloosa County,120910201012,12,091,020101,2,53462578.39614975,1.0000000000000009,3011.0,1090.0,83784.0,39.3,910.0,1090.0,2023
Crestview,120910203062,12,091,020306,2,26896133.088457625,0.9526394833181531,1149.0,4.0,,40.2,0.0,4.0,2023
Defuniak Springs,120910203062,12,091,020306,2,67190.70436604385,0.0023798409117227266,1149.0,4.0,,40.2,0.0,4.0,2023
Egland AFB,120910203062,12,091,020306,2,928328.1924107852,0.032880640747104506,1149.0,4.0,,40.2,0.0,4.0,2023
Crestview,120910206013,12,091,020601,3,21568727.183742117,0.9926946713469701,2978.0,1373.0,80512.0,37.7,781.0,1373.0,2023
Okaloosa County,120910206013,12,091,020601,3,152999.37725138664,0.00704175379580768,2978.0,1373.0,80512.0,37.7,781.0,1373.0,2023
Crestview,120910203061,12,091,020306,1,50713228.74346279,0.9369636236038235,1581.0,524.0,79700.0,33.3,474.0,524.0,2023
Defuniak Springs,120910203061,12,091,020306,1,3379574.1391221234,0.06244007944451418,1581.0,524.0,79700.0,33.3,474.0,524.0,2023
Egland AFB,120910201011,12,091,020101,1,10121.176232539749,0.00011050632584565044,1336.0,566.0,74688.0,45.4,406.0,566.0,2023
Okaloosa County,120910201011,12,091,020101,1,91108931.2345543,0.994757230892341,1336.0,566.0,74688.0,45.4,406.0,566.0,2023
Santa Rosa County,120910201011,12,091,020101,1,375763.80200195446,0.004102712589029644,1336.0,566.0,74688.0,45.4,406.0,566.0,2023
Crestview,120910207012,12,091,020701,2,8249224.52901275,1.0000000000000013,3343.0,1545.0,60852.0,31.2,972.0,1545.0,2023
Crestview,120910207021,12,091,020702,1,3482427.6132085407,0.9999999999999999,2434.0,777.0,102734.0,34.0,763.0,777.0,2023
Egland AFB,120910219024,12,091,021902,4,470.0675211994949,0.0003137374462099421,2113.0,819.0,107904.0,49.4,700.0,819.0,2023
Fort Walton,120910219024,12,091,021902,4,1495829.6270547537,0.9983624606945783,2113.0,819.0,107904.0,49.4,700.0,819.0,2023
Egland AFB,120910231004,12,091,023100,4,5716523.052751325,0.9999999999999997,1296.0,548.0,76667.0,38.6,260.0,548.0,2023
Crestview,120910206021,12,091,020602,1,854528.305466751,0.9999999999999998,1389.0,374.0,84643.0,18.0,353.0,374.0,2023
Egland AFB,120910208004,12,091,020800,4,3208640.3325533043,0.6055208838619706,523.0,171.0,79321.0,27.5,0.0,171.0,2023
Fort Walton,120910208004,12,091,020800,4,2057215.0259662154,0.38822882333649505,523.0,171.0,79321.0,27.5,0.0,171.0,2023
Crestview,120910207022,12,091,020702,2,4337590.356963069,1.0,3400.0,1220.0,70625.0,36.3,770.0,1220.0,2023
Egland AFB,120910231002,12,091,023100,2,3499428.9983116714,0.9999999999999994,3058.0,1220.0,76771.0,32.5,1003.0,1220.0,2023
Fort Walton,120910209004,12,091,020900,4,3881788.3299764288,1.0000000000000009,2506.0,886.0,156346.0,49.8,881.0,886.0,2023
Laurel Hill,120910203041,12,091,020304,1,11130340.835270021,0.999999999999999,2249.0,707.0,92768.0,39.7,661.0,707.0,2023
Crestview,120910207023,12,091,020702,3,8550652.232822077,0.9997459628585101,2288.0,807.0,94735.0,40.0,740.0,807.0,2023
Fort Walton,120910219023,12,091,021902,3,993947.0593907879,1.0000000000000002,1295.0,633.0,54102.0,36.7,140.0,633.0,2023
Crestview,120910207011,12,091,020701,1,1411820.9499856513,1.0000000000000009,1400.0,543.0,59481.0,32.9,328.0,543.0,2023
Crestview,120910206022,12,091,020602,2,5120162.140548255,0.9999999999999994,2480.0,1104.0,82753.0,40.4,788.0,1104.0,2023
Fort Walton,120910218024,12,091,021802,4,788113.5010721375,1.0000000000000007,1175.0,569.0,49958.0,34.2,174.0,569.0,2023
Egland AFB,120910219011,12,091,021901,1,521211.7685458788,0.361098968976154,1818.0,638.0,35313.0,25.8,205.0,638.0,2023
Fort Walton,120910219011,12,091,021901,1,893630.5232175579,0.6191131514158761,1818.0,638.0,35313.0,25.8,205.0,638.0,2023
Fort Walton,120910219021,12,091,021902,1,1118927.8529732698,0.9999999999999996,1882.0,740.0,87443.0,47.1,542.0,740.0,2023
Fort Walton,120910219022,12,091,021902,2,1247095.4140438482,1.0000000000000007,1327.0,804.0,59612.0,52.1,564.0,804.0,2023
Crestview,120910206011,12,091,020601,1,1377573.6000032267,0.9999999999999988,1086.0,363.0,38897.0,16.0,44.0,363.0,2023
Fort Walton,120910209003,12,091,020900,3,1515257.78854892,1.0000000000000002,1306.0,530.0,69356.0,33.2,216.0,530.0,2023
Fort Walton,120910228002,12,091,022800,2,331896.0017431745,1.0000000000000002,1298.0,684.0,36522.0,38.7,159.0,684.0,2023
Fort Walton,120910233072,12,091,023307,2,18761.572503323194,0.018192416329893848,988.0,341.0,62891.0,34.5,271.0,341.0,2023
Walton and Bay Beaches,120910233072,12,091,023307,2,874772.617433397,0.84823527705476,988.0,341.0,62891.0,34.5,271.0,341.0,2023
Fort Walton,120910218023,12,091,021802,3,809930.1940033414,1.0000000000000004,828.0,311.0,68242.0,39.8,165.0,311.0,2023
South Baldwin,010030115043,01,003,011504,3,17156620.14484893,0.9999999999999982,,,,,,,2018
West Baldwin,010030107102,01,003,010710,2,7363427.391248764,1.0000000000000004,,,,,,,2018
North Mobile / Saraland,010030107103,01,003,010710,3,826096.4505726659,0.02768017963564405,,,,,,,2018
West Baldwin,010030107103,01,003,010710,3,4451678.295735773,0.1491632784775231,,,,,,,2018
West Baldwin,010030107091,01,003,010709,1,18920307.284608405,1.0000000000000007,,,,,,,2018
West Baldwin,010030107111,01,003,010711,1,1894015.815396365,0.9999999999999999,,,,,,,2018
West Baldwin,010030111043,01,003,011104,3,5196467.80373245,1.0,,,,,,,2018
West Baldwin,010030107092,01,003,010709,2,13909060.503091218,1.0000000000000007,,,,,,,2018
West Baldwin,010030107112,01,003,010711,2,1693211.8103519133,1.0000000000000009,,,,,,,2018
Central Baldwin,010030107071,01,003,010707,1,1122140.6823357346,0.06766281183071136,,,,,,,2018
North Mobile / Saraland,010030107071,01,003,010707,1,1116469.5717404296,0.06732085534065474,,,,,,,2018
West Baldwin,010030107071,01,003,010707,1,5558418.997386842,0.33516141480013817,,,,,,,2018
Central Baldwin,010030109071,01,003,010907,1,18287668.10854604,0.6189417668759865,,,,,,,2018
West Baldwin,010030109071,01,003,010907,1,10999246.899853518,0.3722668888177791,,,,,,,2018
South Baldwin,010030114133,01,003,011413,3,8804705.41132627,0.9999999999999991,,,,,,,2018
South Baldwin,010030114121,01,003,011412,1,19327736.57349824,0.9999999999999998,,,,,,,2018
South Baldwin,010030115034,01,003,011503,4,5246923.985412502,1.0,,,,,,,2018
Central Baldwin,010030109081,01,003,010908,1,10620848.59537293,1.0000000000000002,,,,,,,2018
Central Baldwin,010030109082,01,003,010908,2,20378118.228609726,1.0000000000000013,,,,,,,2018
West Baldwin,010030111031,01,003,011103,1,15722850.21117535,1.0000000000000002,,,,,,,2018
South Baldwin,010030114104,01,003,011410,4,47403123.85081925,0.9047004201339395,,,,,,,2018
South Baldwin,010030114101,01,003,011410,1,18192116.283562727,1.0000000000000002,,,,,,,2018
West Baldwin,010030111042,01,003,011104,2,10095871.425879328,1.0000000000000002,,,,,,,2018
South Baldwin,010030115031,01,003,011503,1,6581198.764181306,1.0000000000000002,,,,,,,2018
South Baldwin,010030114111,01,003,011411,1,6540570.690674616,0.9999999999999989,,,,,,,2018
South Baldwin,010030114122,01,003,011412,2,5789972.672648224,0.999999999999999,,,,,,,2018
South Baldwin,010030114132,01,003,011413,2,4483645.970405326,1.0000000000000002,,,,,,,2018
South Baldwin,010030114182,01,003,011418,2,14902736.614057515,0.705468283954127,,,,,,,2018
Pensacola,010030116042,01,003,011604,2,86673.7291273114,0.008620171521604391,,,,,,,2018
South Baldwin,010030116042,01,003,011604,2,9916726.603080023,0.9862721393450532,,,,,,,2018
Central Baldwin,010030109072,01,003,010907,2,8096021.840664219,0.7525609188526132,,,,,,,2018
West Baldwin,010030109072,01,003,010907,2,2554435.280738959,0.23744601976823815,,,,,,,2018
Central Baldwin,010030103005,01,003,010300,5,47512706.63927875,1.0000000000000002,,,,,,,2018
South Baldwin,010030114181,01,003,011418,1,4847215.491215498,0.999999999999999,,,,,,,2018
Pensacola,010030114151,01,003,011415,1,9159880.441415288,0.44937768791326255,,,,,,,2018
South Baldwin,010030114151,01,003,011415,1,8751066.817347538,0.4293215613790802,,,,,,,2018
South Baldwin,010030114192,01,003,011419,2,2166704.5668142713,1.0000000000000004,,,,,,,2018
Central Baldwin,010030107073,01,003,010707,3,24196842.81682064,0.1850976099056797,,,,,,,2018
North Mobile / Saraland,010030107073,01,003,010707,3,103685251.30830437,0.7931568736023478,,,,,,,2018
West Baldwin,010030107073,01,003,010707,3,7723.972490456418,5.9085759980506336e-05,,,,,,,2018
Central Baldwin,010030107082,01,003,010708,2,42635653.25919292,0.9999999999999973,,,,,,,2018
Central Baldwin,010030103004,01,003,010300,4,13865172.44487371,1.0000000000000022,,,,,,,2018
West Baldwin,010030107081,01,003,010708,1,4434720.319159194,1.0000000000000007,,,,,,,2018
Pensacola,010030116041,01,003,011604,1,3078414.115310219,0.14128548960365517,,,,,,,2018
South Baldwin,010030116041,01,003,011604,1,18568510.95485008,0.8522119062601998,,,,,,,2018
West Baldwin,010030107101,01,003,010710,1,2829124.144530066,1.0000000000000002,,,,,,,2018
South Baldwin,010030115041,01,003,011504,1,5237308.807686912,1.0000000000000002,,,,,,,2018
Central Baldwin,010030107062,01,003,010706,2,1081008.2832645595,0.18504737683843947,,,,,,,2018
West Baldwin,010030107062,01,003,010706,2,4738176.6590556055,0.8110827412973497,,,,,,,2018
Central Baldwin,010030114093,01,003,011409,3,6465204.542616579,0.4257245239504959,,,,,,,2018
South Baldwin,010030114093,01,003,011409,3,8647043.06159018,0.5693954872903448,,,,,,,2018
Central Baldwin,010030116032,01,003,011603,2,23009887.88138412,0.37156901091785705,,,,,,,2018
Pensacola,010030116032,01,003,011603,2,10177721.616504988,0.16435221127268562,,,,,,,2018
South Baldwin,010030116032,01,003,011603,2,27614105.022436574,0.44591897811330755,,,,,,,2018
Central Baldwin,010030114091,01,003,011409,1,2816128.8206088487,0.11195003375667786,,,,,,,2018
South Baldwin,010030114091,01,003,011409,1,17502093.97474106,0.6957636301812341,,,,,,,2018
West Baldwin,010030114091,01,003,011409,1,3822931.822595231,0.15197363964922783,,,,,,,2018
South Baldwin,010030114102,01,003,011410,2,11449722.23092774,1.0000000000000002,,,,,,,2018
Central Baldwin,010030107084,01,003,010708,4,11263490.613843307,0.5923381716639966,,,,,,,2018
West Baldwin,010030107084,01,003,010708,4,7647022.4874015385,0.4021509382973868,,,,,,,2018
South Baldwin,010030115042,01,003,011504,2,5023425.642291548,0.9999999999999994,,,,,,,2018
Central Baldwin,010030107072,01,003,010707,2,2107548.793033791,0.8205594710333289,,,,,,,2018
West Baldwin,010030107072,01,003,010707,2,462281.07202853303,0.17998592164806476,,,,,,,2018
South Baldwin,010030114103,01,003,011410,3,40573858.87145767,1.0000000000000002,,,,,,,2018
South Baldwin,010030114191,01,003,011419,1,19159401.59832282,0.840962994326435,,,,,,,2018
South Baldwin,010030114112,01,003,011411,2,41204855.47332742,0.9999999999999978,,,,,,,2018
South Baldwin,010030114131,01,003,011413,1,8272893.883369337,1.0,,,,,,,2018
South Baldwin,010030114171,01,003,011417,1,12309360.012533171,1.0000000000000009,,,,,,,2018
Pensacola,010030114142,01,003,011414,2,706615.1983521091,0.09650688655048396,,,,,,,2018
South Baldwin,010030114142,01,003,011414,2,6570155.289112444,0.8973274741105691,,,,,,,2018
South Baldwin,010030114193,01,003,011419,3,2859803.558412058,0.9999999999999999,,,,,,,2018
West Baldwin,010030111041,01,003,011104,1,2622241.9152740976,0.9999999999999998,,,,,,,2018
West Baldwin,010030107083,01,003,010708,3,15881647.451851042,0.9999999999999994,,,,,,,2018
Pensacola,010030116031,01,003,011603,1,10710584.649029456,0.465505889903516,,,,,,,2018
South Baldwin,010030116031,01,003,011603,1,11865166.724111851,0.5156866012222563,,,,,,,2018
Central Baldwin,010030107061,01,003,010706,1,7459533.582543238,0.981346088244239,,,,,,,2018
West Baldwin,010030107061,01,003,010706,1,137052.67336291596,0.01803009576937358,,,,,,,2018
South Baldwin,010030114161,01,003,011416,1,18728428.829564545,0.6343940615156617,,,,,,,2018
South Baldwin,010030115033,01,003,011503,3,6582449.330792992,1.0000000000000002,,,,,,,2018
South Baldwin,010030114172,01,003,011417,2,4790799.841885361,1.000000000000001,,,,,,,2018
West Baldwin,010030107093,01,003,010709,3,29972373.066333868,1.0,,,,,,,2018
Pensacola,010030114141,01,003,011414,1,947696.3515190711,0.11534353543560652,,,,,,,2018
South Baldwin,010030114141,01,003,011414,1,7209456.947589476,0.8774585357143607,,,,,,,2018
South Baldwin,010030115032,01,003,011503,2,6529346.207587318,1.0,,,,,,,2018
Central Baldwin,010030114092,01,003,011409,2,4995836.584402341,0.36129456073439503,,,,,,,2018
South Baldwin,010030114092,01,003,011409,2,8746214.83936306,0.6325186573039908,,,,,,,2018
West Baldwin,010030113004,01,003,011300,4,25280287.071868397,0.9415888891346191,1320.0,403.0,80461.0,42.8,299.0,403.0,2018
Central Baldwin,010030116011,01,003,011601,1,78456725.15607612,0.6035895662708508,1579.0,606.0,54125.0,49.1,562.0,606.0,2018
South Baldwin,010030116011,01,003,011601,1,50456278.00283449,0.3881742819979754,1579.0,606.0,54125.0,49.1,562.0,606.0,2018
North Baldwin,010030101003,01,003,010100,3,23315047.167337246,0.05549757155719022,1482.0,599.0,44205.0,40.5,540.0,599.0,2018
Central Baldwin,010030103001,01,003,010300,1,48680933.821190186,0.8886813785030246,3095.0,881.0,38965.0,40.3,613.0,881.0,2018
North Mobile / Saraland,010030103001,01,003,010300,1,5557999.357594934,0.1014625263551617,3095.0,881.0,38965.0,40.3,613.0,881.0,2018
Cantonment,010030104001,01,003,010400,1,14186592.504693663,0.04066199073939542,1285.0,458.0,54438.0,43.4,409.0,458.0,2018
Central Baldwin,010030104001,01,003,010400,1,328143181.1670189,0.9405327593214885,1285.0,458.0,54438.0,43.4,409.0,458.0,2018
North Escambia,010030104001,01,003,010400,1,1491844.0463009665,0.004275963292470843,1285.0,458.0,54438.0,43.4,409.0,458.0,2018
South Baldwin,010030111021,01,003,011102,1,60388.27800482157,0.0023182079992669817,2314.0,928.0,65045.0,47.3,868.0,928.0,2018
West Baldwin,010030111021,01,003,011102,1,25875002.260155726,0.9932993488530171,2314.0,928.0,65045.0,47.3,868.0,928.0,2018
Central Baldwin,010030102002,01,003,010200,2,1519700.4871132302,0.014362805818615664,1668.0,540.0,35577.0,39.5,418.0,540.0,2018
North Baldwin,010030102002,01,003,010200,2,102226879.01581556,0.9661540712777815,1668.0,540.0,35577.0,39.5,418.0,540.0,2018
North Escambia,010030102002,01,003,010200,2,1022118.8260804483,0.00966012339078171,1668.0,540.0,35577.0,39.5,418.0,540.0,2018
Central Baldwin,010030110002,01,003,011000,2,76986185.4786385,0.9999999999999994,2561.0,769.0,39583.0,33.2,603.0,769.0,2018
Central Baldwin,010030106002,01,003,010600,2,19283.625687386724,0.01547248696234237,838.0,205.0,,33.0,95.0,205.0,2018
North Baldwin,010030106002,01,003,010600,2,1169621.8895688336,0.9384624930290527,838.0,205.0,,33.0,95.0,205.0,2018
Central Baldwin,010030109033,01,003,010903,3,18743552.86386577,0.6092805991456017,2010.0,517.0,48603.0,47.5,407.0,517.0,2018
West Baldwin,010030109033,01,003,010903,3,11787550.590202438,0.3831677984542144,2010.0,517.0,48603.0,47.5,407.0,517.0,2018
Central Baldwin,010030109041,01,003,010904,1,93984204.02444263,1.0000000000000002,2340.0,897.0,48259.0,49.3,823.0,897.0,2018
North Baldwin,010030102001,01,003,010200,1,108588780.41458403,0.9333100289223557,1436.0,600.0,33779.0,46.1,388.0,600.0,2018
South Baldwin,010030113003,01,003,011300,3,356906.59475093416,0.026541019208834876,970.0,332.0,64244.0,46.6,325.0,332.0,2018
West Baldwin,010030113003,01,003,011300,3,13003986.354462892,0.9670290678323838,970.0,332.0,64244.0,46.6,325.0,332.0,2018
West Baldwin,010030112024,01,003,011202,4,619485.1978116048,0.9999999999999998,790.0,313.0,91042.0,50.2,219.0,313.0,2018
Cantonment,010030109042,01,003,010904,2,636811.8296336033,0.0046147691969522795,1448.0,506.0,63472.0,45.2,455.0,506.0,2018
Central Baldwin,010030109042,01,003,010904,2,137212101.4527137,0.9943316844434157,1448.0,506.0,63472.0,45.2,455.0,506.0,2018
Central Baldwin,010030110001,01,003,011000,1,48764853.15102803,0.8990853080724318,1951.0,760.0,36538.0,51.9,641.0,760.0,2018
West Baldwin,010030110001,01,003,011000,1,5245556.060236721,0.09671314649144432,1951.0,760.0,36538.0,51.9,641.0,760.0,2018
North Mobile / Saraland,010970026002,01,097,002600,2,713156.7517113847,1.0000000000000002,703.0,314.0,18939.0,35.8,211.0,314.0,2018
North Mobile / Saraland,010970028001,01,097,002800,1,802323.0447281074,1.0000000000000002,1121.0,507.0,21835.0,28.4,257.0,507.0,2018
North Mobile / Saraland,010970028003,01,097,002800,3,546095.6978565558,1.0,988.0,493.0,48750.0,43.1,274.0,493.0,2018
Okaloosa County,010539698011,01,053,969801,1,848824.547772852,0.0016423894264041572,,,,,,,2018
Santa Rosa County,010539698011,01,053,969801,1,106651.45064169474,0.00020635974219192644,,,,,,,2018
North Baldwin,010030105002,01,003,010500,2,2725633.8034903947,1.0000000000000004,1143.0,493.0,27344.0,51.9,256.0,493.0,2018
Central Baldwin,010030104002,01,003,010400,2,138753922.03557768,0.987160423557614,932.0,328.0,61094.0,44.6,298.0,328.0,2018
West Baldwin,010030104002,01,003,010400,2,1705965.5761825482,0.01213703855035727,932.0,328.0,61094.0,44.6,298.0,328.0,2018
Central Baldwin,010030103003,01,003,010300,3,33994397.69241025,0.18345876144855933,2641.0,812.0,51625.0,31.4,603.0,812.0,2018
North Baldwin,010030103003,01,003,010300,3,66536064.98142015,0.35907752164344153,2641.0,812.0,51625.0,31.4,603.0,812.0,2018
North Mobile / Saraland,010030103003,01,003,010300,3,82927437.08452974,0.4475374158792009,2641.0,812.0,51625.0,31.4,603.0,812.0,2018
North Baldwin,010539705002,01,053,970500,2,2063801.2168365242,0.03754658553949614,1095.0,345.0,36964.0,24.2,294.0,345.0,2018
Holmes County,010610506002,01,061,050600,2,46673.04018613951,0.0005985270922079717,822.0,367.0,34301.0,46.0,331.0,367.0,2018
Holmes County,010610501002,01,061,050100,2,531785.8447620424,0.002211472129306736,929.0,400.0,33000.0,50.1,336.0,400.0,2018
Walton County,010610501002,01,061,050100,2,415629.64404073573,0.0017284276799828303,929.0,400.0,33000.0,50.1,336.0,400.0,2018
South Baldwin,010030116014,01,003,011601,4,40578860.78981047,0.9999999999999997,1231.0,486.0,67755.0,47.7,376.0,486.0,2018
West Baldwin,010030112011,01,003,011201,1,9750622.54613723,0.9990353963105305,3182.0,1038.0,68684.0,28.7,679.0,1038.0,2018
West Baldwin,010030107041,01,003,010704,1,5902765.107640943,0.9999999999999999,2396.0,907.0,66482.0,40.8,660.0,907.0,2018
Central Baldwin,010030109032,01,003,010903,2,5695612.67701614,1.0000000000000002,2454.0,781.0,59183.0,38.4,581.0,781.0,2018
West Baldwin,010030108001,01,003,010800,1,5062372.956791774,1.000000000000001,1441.0,608.0,45854.0,34.2,347.0,608.0,2018
West Baldwin,010030112012,01,003,011201,2,3851843.961829184,1.0000000000000002,1839.0,909.0,58355.0,63.6,586.0,909.0,2018
West Baldwin,010030111022,01,003,011102,2,20008188.925817255,1.000000000000001,2071.0,705.0,64271.0,35.1,649.0,705.0,2018
North Baldwin,010030105004,01,003,010500,4,2901684.5199254216,0.9999999999999992,1075.0,296.0,62558.0,33.5,196.0,296.0,2018
Central Baldwin,010030106001,01,003,010600,1,1890580.0131428395,0.7438416364350965,1280.0,358.0,14063.0,24.4,147.0,358.0,2018
North Baldwin,010030106001,01,003,010600,1,477221.0912626708,0.1877608538112414,1280.0,358.0,14063.0,24.4,147.0,358.0,2018
North Baldwin,010030105003,01,003,010500,3,8974747.823927246,1.0000000000000013,1617.0,570.0,50227.0,42.5,495.0,570.0,2018
West Baldwin,010030112022,01,003,011202,2,5068376.161816548,0.9491130605208418,1101.0,532.0,36250.0,63.9,443.0,532.0,2018
South Baldwin,010030113002,01,003,011300,2,4280554.042111487,0.14036105478551839,1764.0,680.0,71304.0,53.0,584.0,680.0,2018
West Baldwin,010030113002,01,003,011300,2,21345867.091595814,0.6999393982209744,1764.0,680.0,71304.0,53.0,584.0,680.0,2018
South Baldwin,010030115012,01,003,011501,2,4293066.20520657,1.0000000000000009,895.0,347.0,47468.0,48.2,262.0,347.0,2018
North Baldwin,010539705004,01,053,970500,4,1157175.5943926778,0.05481553808053405,1768.0,767.0,27009.0,47.7,663.0,767.0,2018
Walton County,010399630004,01,039,963000,4,29862.9309653956,0.004335675694349341,708.0,292.0,21875.0,59.0,205.0,292.0,2018
North Mobile / Saraland,010970076001,01,097,007600,1,1308252.398106086,1.0,1039.0,387.0,32557.0,32.8,220.0,387.0,2018
North Mobile / Saraland,010970075002,01,097,007500,2,685119.4281364,1.0000000000000004,523.0,193.0,22083.0,54.2,116.0,193.0,2018
North Mobile / Saraland,010970007011,01,097,000701,1,449678.36486839096,1.0,704.0,322.0,25859.0,49.8,219.0,322.0,2018
North Mobile / Saraland,010970040002,01,097,004000,2,662714.5004383641,1.0000000000000002,826.0,281.0,31771.0,27.4,79.0,281.0,2018
Central Mobile,010970012001,01,097,001200,1,2434899.581532467,0.04250848616027834,4525.0,245.0,26058.0,33.5,111.0,245.0,2018
North Mobile / Saraland,010970012001,01,097,001200,1,41723302.62478786,0.7284055759994184,4525.0,245.0,26058.0,33.5,111.0,245.0,2018
